"from","to","id","col","score","result","compare"
"empty","empty","24","Score","False","True","True"
"0 patients","0 patients","24","Sample","True","True","True"
"al_ami-7a","al_ami-7a","24","Stateavg","False","True","True"
"26","26","25","index","True","True","True"
"10001","10001","25","ProviderNumber","True","True","True"
"southeast alabama medical center","southeast alabama medical center","25","HospitalName","False","True","True"
"1108 ross clark circle","1108 ross clark circle","25","Address1","True","True","True"
"empty","empty","25","Address2","True","True","True"
"empty","empty","25","Address3","True","True","True"
"dothan","dothan","25","City","False","True","True"
"al","al","25","State","True","True","True"
"36302","36302","25","ZipCode","True","True","True"
"houston","houston","25","CountyName","False","True","True"
"3347938701","3347938701","25","PhoneNumber","True","True","True"
"acute care hospitals","acute care hospitals","25","HospitalType","True","True","True"
"government - hospital district or authority","government - hospital district or authority","25","HospitalOwner","True","True","True"
"yes","yes","25","EmergencyService","True","True","True"
"heart attack","heart attack","25","Condition","True","True","True"
"ami-8a","ami-8a","25","MeasureCode","True","True","True"
"heart attack patients given pci within 90 minutes of arrival","heart attack patients given pci within 90 minutes of arrival","25","MeasureName","False","True","True"
"72%","72%","25","Score","False","True","True"
"40 patients","40 patients","25","Sample","True","True","True"
"al_ami-8a","al_ami-8a","25","Stateavg","False","True","True"
"27","27","26","index","True","True","True"
"10001","10001","26","ProviderNumber","True","True","True"
"southeast alabama medxcal center","southeast alabama medical center","26","HospitalName","False","False","False"
"1108 ross clark circle","1108 ross clark circle","26","Address1","True","True","True"
"empty","empty","26","Address2","True","True","True"
"empty","empty","26","Address3","True","True","True"
"dothan","dothan","26","City","False","True","True"
"al","al","26","State","True","True","True"
"36302","36302","26","ZipCode","True","True","True"
"houston","houston","26","CountyName","False","True","True"
"3347938701","3347938701","26","PhoneNumber","True","True","True"
"acute care hospitals","acute care hospitals","26","HospitalType","True","True","True"
"government - hospital district or authority","government - hospital district or authority","26","HospitalOwner","True","True","True"
"yes","yes","26","EmergencyService","True","True","True"
"heart failure","heart failure","26","Condition","True","True","True"
"hf-1","hf-1","26","MeasureCode","True","True","True"
"heart failure patients given discharge instructions","heart failure patients given discharge instructions","26","MeasureName","False","True","True"
"78%","78%","26","Score","False","True","True"
"455 patients","455 patients","26","Sample","True","True","True"
"al_hf-1","al_hf-1","26","Stateavg","False","True","True"
"28","28","27","index","True","True","True"
"10001","10001","27","ProviderNumber","True","True","True"
"southeast alabama medical center","southeast alabama medical center","27","HospitalName","False","True","True"
"1108 ross clark circle","1108 ross clark circle","27","Address1","True","True","True"
"empty","empty","27","Address2","True","True","True"
"empty","empty","27","Address3","True","True","True"
"dothan","dothan","27","City","False","True","True"
"al","al","27","State","True","True","True"
"36302","36302","27","ZipCode","True","True","True"
"houston","houston","27","CountyName","False","True","True"
"3347938701","3347938701","27","PhoneNumber","True","True","True"
"acute care hospitals","acute care hospitals","27","HospitalType","True","True","True"
"government - hospital xistrict or authority","government - hospital district or authority","27","HospitalOwner","True","False","False"
"yes","yes","27","EmergencyService","True","True","True"
"heart failure","heart failure","27","Condition","True","True","True"
"hf-2","hf-2","27","MeasureCode","True","True","True"
"heart failure patients given an evaluation of left ventricular systolic (lvs) function","heart failure patients given an evaluation of left ventricular systolic (lvs) function","27","MeasureName","False","True","True"
"99%","99%","27","Score","True","True","True"
"514 patients","514 patients","27","Sample","True","True","True"
"al_hf-2","al_hf-2","27","Stateavg","False","True","True"
"29","29","28","index","True","True","True"
"10001","10001","28","ProviderNumber","True","True","True"
"southeast alabama medical center","southeast alabama medical center","28","HospitalName","False","True","True"
"1108 ross clark circle","1108 ross clark circle","28","Address1","True","True","True"
"empty","empty","28","Address2","True","True","True"
"empty","empty","28","Address3","True","True","True"
"dothan","dothan","28","City","False","True","True"
"al","al","28","State","True","True","True"
"36302","36302","28","ZipCode","True","True","True"
"houston","houston","28","CountyName","False","True","True"
"3347938701","3347938701","28","PhoneNumber","True","True","True"
"acute care hospitals","acute care hospitals","28","HospitalType","True","True","True"
"government - hospital district or authority","government - hospital district or authority","28","HospitalOwner","True","True","True"
"yes","yes","28","EmergencyService","True","True","True"
"heart failure","heart failure","28","Condition","True","True","True"
"hf-3","hf-3","28","MeasureCode","True","True","True"
"heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd)","heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd)","28","MeasureName","False","True","True"
"91%","91%","28","Score","True","True","True"
"165 patients","165 patients","28","Sample","True","True","True"
"al_hf-3","al_hf-3","28","Stateavg","False","True","True"
"30","30","29","index","True","True","True"
"10001","10001","29","ProviderNumber","True","True","True"
"southeast alabama medical center","southeast alabama medical center","29","HospitalName","False","True","True"
"1108 ross clark circle","1108 ross clark circle","29","Address1","True","True","True"
"empty","empty","29","Address2","True","True","True"
"empty","empty","29","Address3","True","True","True"
"dothan","dothan","29","City","False","True","True"
"al","al","29","State","True","True","True"
"36302","36302","29","ZipCode","True","True","True"
"houston","houston","29","CountyName","False","True","True"
"3347938701","3347938701","29","PhoneNumber","True","True","True"
"acute care hospitals","acute care hospitals","29","HospitalType","True","True","True"
"government - hospital district or authority","government - hospital district or authority","29","HospitalOwner","True","True","True"
"yes","yes","29","EmergencyService","True","True","True"
"heart failure","heart failure","29","Condition","True","True","True"
"hf-4","hf-4","29","MeasureCode","True","True","True"
"heart failure patients given smoking cessation advice/counseling","heart failure patients given smoking cessation advice/counseling","29","MeasureName","False","True","True"
"100%","100%","29","Score","True","True","True"
"110 patients","110 patients","29","Sample","True","True","True"
"al_hf-4","al_hf-4","29","Stateavg","False","True","True"
"31","31","30","index","True","True","True"
"10001","10001","30","ProviderNumber","True","True","True"
"southeast alabama medical center","southeast alabama medical center","30","HospitalName","False","True","True"
"1108 ross clark circle","1108 ross clark circle","30","Address1","True","True","True"
"empty","empty","30","Address2","True","True","True"
"empty","empty","30","Address3","True","True","True"
"dothan","dothan","30","City","False","True","True"
"al","al","30","State","True","True","True"
"36302","36302","30","ZipCode","True","True","True"
"houston","houston","30","CountyName","False","True","True"
