"from","to","id","col","score","result","compare"
"Korean J Gastroenterol","Korean J Gastroenterol","30","jounral_abbreviation","True","True","True"
"1598-9992","1598-9992","30","journal_issn","True","True","True"
"52","52","30","article_jvolumn","True","True","True"
"6","6","30","article_jissue","True","True","True"
"12/1/08","1/8/12","30","article_jcreated_at","False","False","False"
"384-8","384-8","30","article_pagination","True","True","True"
"{""Seung Woo Park"",""Jae Bock Chung"",""Sang Kyum Kim"",""Si Young Song"",""Joo Won Chung"",""Ho Keun Kim"",""Joo Hee Seo"",""Seungmin Bang""}","{""Seung Woo Park"",""Jae Bock Chung"",""Sang Kyum Kim"",""Si Young Song"",""Joo Won Chung"",""Ho Keun Kim"",""Joo Hee Seo"",""Seungmin Bang""}","30","author_list","True","True","True"
"629530","629530","31","id","True","True","True"
"Efficacy and safety of the low-molecular weight heparin enoxaparin compared with unfractionated heparin across the acute coronary syndrome spectrum: a meta-analysis.","Efficacy and safety of the low-molecular weight heparin enoxaparin compared with unfractionated heparin across the acute coronary syndrome spectrum: a meta-analysis.","31","article_title","True","True","True"
"eng","eng","31","article_language","True","True","True"
"Eur. Heart J.","Eur. Heart J.","31","journal_title","True","True","True"
"","","31","jounral_abbreviation","True","True","True"
"0195-668X","0195-668X","31","journal_issn","True","True","True"
"28","28","31","article_jvolumn","True","True","True"
"17","17","31","article_jissue","True","True","True"
"9/1/07","1/7/09","31","article_jcreated_at","False","False","False"
"2077-86","2077-86","31","article_pagination","True","True","True"
"{""Carolyn H McCabe"",""Shaun G Goodman"",""Frans Van de Werf"",""David A Morrow"",""Elliott M Antman"",""Eugene Braunwald"",""Kenneth W Mahaffey"",""Marc Cohen"",""Ian B Menown"",""Sabina A Murphy"",""Charles Michael Gibson""}","{""Carolyn H McCabe"",""Shaun G Goodman"",""Frans Van de Werf"",""David A Morrow"",""Elliott M Antman"",""Eugene Braunwald"",""Kenneth W Mahaffey"",""Marc Cohen"",""Ian B Menown"",""Sabina A Murphy"",""Charles Michael Gibson""}","31","author_list","True","True","True"
"954388","954388","32","id","True","True","True"
"Optimal Starting Age for School Attendance: FY76 Issue Analysis","Optimal Starting Age for School Attendance: FY76 Issue Analysis","32","article_title","True","True","True"
"English","English","32","article_language","True","True","True"
"","","32","journal_title","True","True","True"
"","","32","jounral_abbreviation","True","True","True"
"","","32","journal_issn","True","True","True"
"0","0","32","article_jvolumn","True","True","True"
"0","0","32","article_jissue","True","True","True"
"1/1/74","1/1/74","32","article_jcreated_at","False","True","True"
"46","46","32","article_pagination","True","True","True"
"{""Marilou Madden""}","{""Marilou Madden""}","32","author_list","True","True","True"
"379737","379737","33","id","True","True","True"
"Bone density and body composition in young women with chronic fatigue syndrome.","Bone density and body composition in young women with chronic fatigue syndrome.","33","article_title","True","True","True"
"eng","eng","33","article_language","True","True","True"
"Neuroprotective Agents","Neuroprotective Agents","33","journal_title","True","True","True"
"","","33","jounral_abbreviation","True","True","True"
"0077-8923","0077-8923","33","journal_issn","True","True","True"
"904","904","33","article_jvolumn","True","True","True"
"","-1","33","article_jissue","False","False","False"
"5/1/00","5/1/00","33","article_jcreated_at","False","True","True"
"625-7","625-7","33","article_pagination","True","True","True"
"{""F Gates"",""P Clifton-Bligh"",""G Fulcher"",""L Hoskin"",""R Hansen""}","{""F Gates"",""P Clifton-Bligh"",""G Fulcher"",""L Hoskin"",""R Hansen""}","33","author_list","True","True","True"
"676042","676042","34","id","True","True","True"
"Prognostic value of morning blood pressure surge in clinical events: a meta-analysis of longitudinal studies.","Prognostic value of morning blood pressure surge in clinical events: a meta-analysis of longitudinal studies.","34","article_title","True","True","True"
"eng","eng","34","article_language","True","True","True"
"Journal of stroke and cerebrovascular diseases : the official journal of National Stroke Association","Journal of stroke and cerebrovascular diseases : the official journal of National Stroke Association","34","journal_title","True","True","True"
"J Stroke Cerebrovasc Dis","J Stroke Cerebrovasc Dis","34","jounral_abbreviation","True","True","True"
"1532-8511","1532-8511","34","journal_issn","True","True","True"
"24","24","34","article_jvolumn","True","True","True"
"2","2","34","article_jissue","True","True","True"
"2/1/15","1/15/02","34","article_jcreated_at","False","False","False"
"362-9","362-9","34","article_pagination","True","True","True"
"{""Yan-Xin Zhao"",""Jun-Chao Xie"",""Xue-Yuan Liu"",""Han Yan""}","{""Yan-Xin Zhao"",""Jun-Chao Xie"",""Xue-Yuan Liu"",""Han Yan""}","34","author_list","True","True","True"
"353972","353972","35","id","True","True","True"
"Child sexual abuse as a risk factor for sexual risk behaviours among socially disadvantaged adolescents in Ibadan, Nigeria.","Child sexual abuse as a risk factor for sexual risk behaviours among socially disadvantaged adolescents in Ibadan, Nigeria.","35","article_title","True","True","True"
"","","35","article_language","True","True","True"
"Vulnerable Children and Youth Studies","Vulnerable Children and Youth Studies","35","journal_title","True","True","True"
"","","35","jounral_abbreviation","True","True","True"
"1745-0128 1745-0136","1745-0128 1745-0136","35","journal_issn","True","True","True"
"3","3","35","article_jvolumn","True","True","True"
"3","3","35","article_jissue","True","True","True"
"1/1/08","1/8/01","35","article_jcreated_at","False","False","False"
"243-248","243-248","35","article_pagination","True","True","True"
"{""B O Olley""}","{""B O Olley""}","35","author_list","True","True","True"
"968125","968125","36","id","True","True","True"
"Successful treatment of lung cancer by multimodal endobronchial interventions","Successful treatment of lung cancer by multimodal endobronchial interventions","36","article_title","True","True","True"
"English","English","36","article_language","True","True","True"
"Respiration; international review of thoracic diseases","Respiration; international review of thoracic diseases","36","journal_title","True","True","True"
"Respiration","Respiration","36","jounral_abbreviation","True","True","True"
"0025-7931","0025-7931","36","journal_issn","True","True","True"
"88","88","36","article_jvolumn","True","True","True"
"2","2","36","article_jissue","True","True","True"
"1/1/14","1/14/01","36","article_jcreated_at","False","False","False"
"144-147","144-147","36","article_pagination","True","True","True"
"{""T. Nakajima"",""I. Yoshino"",""K. Yasufuku"",""S. Yoshida"",""Y. Sakairi"",""K. Shibuya""}","{""T. Nakajima"",""I. Yoshino"",""K. Yasufuku"",""S. Yoshida"",""Y. Sakairi"",""K. Shibuya""}","36","author_list","True","True","True"
"660168","660168","37","id","True","True","True"
"Fat and neurosurgery: does obesity affect outcome after intracranial surgery?","Fat and neurosurgery: does obesity affect outcome after intracranial surgery?","37","article_title","True","True","True"
"eng","eng","37","article_language","True","True","True"
"Neurosurgery","Neurosurgery","37","journal_title","True","True","True"
"Neurosurgery","Neurosurgery","37","jounral_abbreviation","True","True","True"
"1524-4040","1524-4040","37","journal_issn","True","True","True"
"64","64","37","article_jvolumn","True","True","True"
"2","2","37","article_jissue","True","True","True"
"2/1/09","1/9/02","37","article_jcreated_at","False","False","False"
"316-26; discussion 326-7","316-26; discussion 326-7","37","article_pagination","True","True","True"
"{""R Loch Macdonald"",""Farbod Asgarzadie-Gadim"",""Yeon Gyoe Jang"",""Daniel J Curry"",""Rachel N Yanowitch"",""Kim E Schultheiss"",""Jocelyn Tolentino"",""J�_rgen L�_ders""}","{""R Loch Macdonald"",""Farbod Asgarzadie-Gadim"",""Yeon Gyoe Jang"",""Daniel J Curry"",""Rachel N Yanowitch"",""Kim E Schultheiss"",""Jocelyn Tolentino"",""J_rgen L_ders""}","37","author_list","True","False","False"
"732534","732534","38","id","True","True","True"
"Out of harm's way: curbing violence in the ED","Out of harm's way: curbing violence in the ED","38","article_title","True","True","True"
"English","English","38","article_language","True","True","True"
"Health Facilities Management","Health Facilities Management","38","journal_title","True","True","True"
"Health Facil Manage","Health Facil Manage","38","jounral_abbreviation","True","True","True"
"0899-6210","0899-6210","38","journal_issn","True","True","True"
"8","8","38","article_jvolumn","True","True","True"
"10","10","38","article_jissue","True","True","True"
"1/1/95","1/1/95","38","article_jcreated_at","False","True","True"
"20-6, 28","20-6, 28","38","article_pagination","True","True","True"
"{""K. Sandrick""}","{""K. Sandrick""}","38","author_list","True","True","True"
"473026","473026","39","id","True","True","True"
"The incidence of contrast-induced nephropathy in trauma patients.","The incidence of contrast-induced nephropathy in trauma patients.","39","article_title","True","True","True"
"eng","eng","39","article_language","True","True","True"
"European journal of emergency medicine : official journal of the European Society for Emergency Medicine","European journal of emergency medicine : official journal of the European Society for Emergency Medicine","39","journal_title","True","True","True"
"Eur J Emerg Med","Eur J Emerg Med","39","jounral_abbreviation","True","True","True"
"1473-5695","1473-5695","39","journal_issn","True","True","True"
"15","15","39","article_jvolumn","True","True","True"
"3","3","39","article_jissue","True","True","True"
"6/1/08","1/8/06","39","article_jcreated_at","False","False","False"
"134-9","134-9","39","article_pagination","True","True","True"
"{""Rich Sinert"",""Shoma Desai"",""Antonia Hipp"",""Carmen Lopez""}","{""Rich Sinert"",""Shoma Desai"",""Antonia Hipp"",""Carmen Lopez""}","39","author_list","True","True","True"
"372175","372175","40","id","True","True","True"
"Dosimetric analysis of proton pencil beam scanning radiation therapy versus dose painted intensity modulated radiation therapy for squamous cell carcinoma of the anal canal","Dosimetric analysis of proton pencil beam scanning radiation therapy versus dose painted intensity modulated radiation therapy for squamous cell carcinoma of the anal canal","40","article_title","True","True","True"
"","","40","article_language","True","True","True"
"Int. J. Radiat. Oncol. Biol. Phys.","Int. J. Radiat. Oncol. Biol. Phys.","40","journal_title","True","True","True"
"","","40","jounral_abbreviation","True","True","True"
"0360-3016","0360-3016","40","journal_issn","True","True","True"
"90","90","40","article_jvolumn","True","True","True"
"1","1","40","article_jissue","True","True","True"
"","","40","article_jcreated_at","True","True","True"
"S398","S398","40","article_pagination","True","True","True"
"{""Kooy H."",""Hong T.S."",""Symonifka J."",""Depauw N."",""Wo J.Y.""}","{""Kooy H."",""Hong T.S."",""Symonifka J."",""Depauw N."",""Wo J.Y.""}","40","author_list","True","True","True"
"110072","110072","41","id","True","True","True"
"Brain BDNF levels elevation induced by physical training is reduced after unilateral common carotid artery occlusion in rats.","Brain BDNF levels elevation induced by physical training is reduced after unilateral common carotid artery occlusion in rats.","41","article_title","True","True","True"
"eng","eng","41","article_language","True","True","True"
"Journal of cerebral blood flow and metabolism : official journal of the International Society of Cerebral Blood Flow and Metabolism","Journal of cerebral blood flow and metabolism : official journal of the International Society of Cerebral Blood Flow and Metabolism","41","journal_title","True","True","True"
"J. Cereb. Blood Flow Metab.","J. Cereb. Blood Flow Metab.","41","jounral_abbreviation","True","True","True"
"1559-7016","1559-7016","41","journal_issn","True","True","True"
"34","34","41","article_jvolumn","True","True","True"
"10","10","41","article_jissue","True","True","True"
